agent,time,x,y,z,original_x,original_y,original_z,distance,threshold,applied_force
0,12.2,11.2,1.0,0.0,11.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,12.2,12.2,19.0,0.0,12.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,12.2,10.0,10.0,12.2,10.0,10.0,12.2,15.207892687680301,-7.103946343840151,0.0
3,12.2,6.8,0.0,0.0,6.8,0.0,0.0,4.512205669071391,-1.7561028345356955,0.0
0,12.4,11.4,1.0,0.0,11.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,12.4,12.4,19.0,0.0,12.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,12.4,10.0,10.0,12.4,10.0,10.0,12.4,15.385707653533522,-7.192853826766761,0.0
3,12.4,6.6,0.0,0.0,6.6,0.0,0.0,4.903060268852506,-1.9515301344262528,0.0
0,12.6,11.6,1.0,0.0,11.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,12.6,12.6,19.0,0.0,12.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,12.6,10.0,10.0,12.6,10.0,10.0,12.6,15.566630977832038,-7.283315488916019,0.0
3,12.6,6.4,0.0,0.0,6.4,0.0,0.0,5.29528091794949,-2.147640458974745,0.0
0,12.8,11.8,1.0,0.0,11.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,12.8,12.8,19.0,0.0,12.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,12.8,10.0,10.0,12.8,10.0,10.0,12.8,15.750555545757745,-7.3752777728788725,0.0
3,12.8,6.2,0.0,0.0,6.2,0.0,0.0,5.688585061331158,-2.344292530665579,0.0
0,13.0,12.0,1.0,0.0,12.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,13.0,13.0,19.0,0.0,13.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,13.0,10.0,10.0,13.0,10.0,10.0,13.0,15.937377450509228,-7.468688725254614,0.0
3,13.0,6.0,0.0,0.0,6.0,0.0,0.0,6.082762530298219,-2.5413812651491097,0.0
0,13.2,12.2,1.0,0.0,12.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,13.2,13.2,19.0,0.0,13.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,13.2,10.0,10.0,13.2,10.0,10.0,13.2,16.126996000495566,-7.563498000247783,0.0
3,13.2,5.8,0.0,0.0,5.8,0.0,0.0,6.477653896280659,-2.7388269481403293,0.0
0,13.4,12.4,1.0,0.0,12.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,13.4,13.4,19.0,0.0,13.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,13.4,10.0,10.0,13.4,10.0,10.0,13.4,16.31931371106028,-7.659656855530139,0.0
3,13.4,5.6,0.0,0.0,5.6,0.0,0.0,6.8731361109758335,-2.9365680554879168,0.0
0,13.6,12.6,1.0,0.0,12.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,13.6,13.6,19.0,0.0,13.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,13.6,10.0,10.0,13.6,10.0,10.0,13.6,16.51423628267441,-7.757118141337205,0.0
3,13.6,5.4,0.0,0.0,5.4,0.0,0.0,7.269112738154498,-3.134556369077249,0.0
0,13.8,12.8,1.0,0.0,12.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,13.8,13.8,19.0,0.0,13.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,13.8,10.0,10.0,13.8,10.0,10.0,13.8,16.71167256740031,-7.855836283700155,0.0
3,13.8,5.2,0.0,0.0,5.2,0.0,0.0,7.66550715869472,-3.33275357934736,0.0
0,14.0,13.0,1.0,0.0,13.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,14.0,14.0,19.0,0.0,14.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,14.0,10.0,10.0,14.0,10.0,10.0,14.0,16.911534525287763,-7.955767262643882,0.0
3,14.0,5.0,0.0,0.0,5.0,0.0,0.0,8.06225774829855,-3.5311288741492746,0.0
0,14.2,13.2,1.0,0.0,13.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,14.2,14.2,19.0,0.0,14.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,14.2,10.0,10.0,14.2,10.0,10.0,14.2,17.113737172225125,-8.056868586112563,0.0
3,14.2,4.8,0.0,0.0,4.8,0.0,0.0,8.45931439302264,-3.7296571965113197,0.0
0,14.4,13.4,1.0,0.0,13.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,14.4,14.4,19.0,0.0,14.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,14.4,10.0,10.0,14.4,10.0,10.0,14.4,17.318198520631412,-8.159099260315706,0.0
3,14.4,4.6,0.0,0.0,4.6,0.0,0.0,8.856635930193812,-3.9283179650969062,0.0
0,14.6,13.6,1.0,0.0,13.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,14.6,14.6,19.0,0.0,14.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,14.6,10.0,10.0,14.6,10.0,10.0,14.6,17.524839514243777,-8.262419757121888,0.0
3,14.6,4.4,0.0,0.0,4.4,0.0,0.0,9.25418824100742,-4.12709412050371,0.0
0,14.8,13.8,1.0,0.0,13.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,14.8,14.8,19.0,0.0,14.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,14.8,10.0,10.0,14.8,10.0,10.0,14.8,17.733583958128712,-8.366791979064356,0.0
3,14.8,4.2,0.0,0.0,4.2,0.0,0.0,9.651942809610924,-4.325971404805462,0.0
0,15.0,14.0,1.0,0.0,14.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,15.0,15.0,19.0,0.0,15.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,15.0,10.0,10.0,15.0,10.0,10.0,15.0,17.944358444926362,-8.472179222463181,0.0
3,15.0,4.0,0.0,0.0,4.0,0.0,0.0,10.04987562112089,-4.524937810560445,0.0
0,15.2,14.2,1.0,0.0,14.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,15.2,15.2,19.0,0.0,15.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,15.2,10.0,10.0,15.2,10.0,10.0,15.2,18.15709227822561,-8.578546139112804,0.0
3,15.2,3.8,0.0,0.0,3.8,0.0,0.0,10.44796630928718,-4.72398315464359,0.0
0,15.4,14.4,1.0,0.0,14.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,15.4,15.4,19.0,0.0,15.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,15.4,10.0,10.0,15.4,10.0,10.0,15.4,18.371717393863864,-8.685858696931932,0.0
3,15.4,3.6,0.0,0.0,3.6,0.0,0.0,10.846197490365,-4.9230987451825,0.0
0,15.6,14.6,1.0,0.0,14.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,15.6,15.6,19.0,0.0,15.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,15.6,10.0,10.0,15.6,10.0,10.0,15.6,18.588168279849416,-8.794084139924708,0.0
3,15.6,3.4,0.0,0.0,3.4,0.0,0.0,11.244554237496477,-5.122277118748238,0.0
0,15.8,14.8,1.0,0.0,14.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,15.8,15.8,19.0,0.0,15.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,15.8,10.0,10.0,15.8,10.0,10.0,15.8,18.806381895516214,-8.903190947758107,0.0
3,15.8,3.2,0.0,0.0,3.2,0.0,0.0,11.643023662262308,-5.321511831131154,0.0
0,16.0,15.0,1.0,0.0,15.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,16.0,16.0,19.0,0.0,16.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,16.0,10.0,10.0,16.0,10.0,10.0,16.0,19.026297590440446,-9.013148795220223,0.0
3,16.0,3.0,0.0,0.0,3.0,0.0,0.0,12.041594578792296,-5.520797289396148,0.0
0,16.2,15.2,1.0,0.0,15.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,16.2,16.2,19.0,0.0,16.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,16.2,10.0,10.0,16.2,10.0,10.0,16.2,19.247857023575378,-9.123928511787689,0.0
3,16.2,2.8,0.0,0.0,2.8,0.0,0.0,12.440257232067188,-5.720128616033594,0.0
0,16.4,15.4,1.0,0.0,15.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,16.4,16.4,19.0,0.0,16.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,16.4,10.0,10.0,16.4,10.0,10.0,16.4,19.471004082994796,-9.235502041497398,0.0
3,16.4,2.6,0.0,0.0,2.6,0.0,0.0,12.839003076563229,-5.919501538281614,0.0
0,16.6,15.6,1.0,0.0,15.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,16.6,16.6,19.0,0.0,16.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,16.6,10.0,10.0,16.6,10.0,10.0,16.6,19.69568480657629,-9.347842403288144,0.0
3,16.6,2.4,0.0,0.0,2.4,0.0,0.0,13.23782459469833,-6.118912297349165,0.0
0,16.8,15.8,1.0,0.0,15.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,16.8,16.8,19.0,0.0,16.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,16.8,10.0,10.0,16.8,10.0,10.0,16.8,19.921847303902318,-9.460923651951159,0.0
3,16.8,2.2,0.0,0.0,2.2,0.0,0.0,13.63671514698463,-6.318357573492315,0.0
0,17.0,16.0,1.0,0.0,16.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,17.0,17.0,19.0,0.0,17.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,17.0,10.0,10.0,17.0,10.0,10.0,17.0,20.149441679609886,-9.574720839804943,0.0
3,17.0,2.0,0.0,0.0,2.0,0.0,0.0,14.035668847618199,-6.5178344238090995,0.0
0,17.2,16.2,1.0,0.0,16.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,17.2,17.2,19.0,0.0,17.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,17.2,10.0,10.0,17.2,10.0,10.0,17.2,20.37841995837754,-9.68920997918877,0.0
3,17.2,1.8,0.0,0.0,1.8,0.0,0.0,14.434680460612904,-6.717340230306452,0.0
0,17.4,16.4,1.0,0.0,16.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,17.4,17.4,19.0,0.0,17.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,17.4,10.0,10.0,17.4,10.0,10.0,17.4,20.608736011701442,-9.804368005850721,0.0
3,17.4,1.6,0.0,0.0,1.6,0.0,0.0,14.833745312630926,-6.916872656315463,0.0
0,17.6,16.6,1.0,0.0,16.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,17.6,17.6,19.0,0.0,17.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,17.6,10.0,10.0,17.6,10.0,10.0,17.6,20.840345486579633,-9.920172743289816,0.0
3,17.6,1.4,0.0,0.0,1.4,0.0,0.0,15.232859219463693,-7.1164296097318465,0.0
0,17.8,16.8,1.0,0.0,16.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,17.8,17.8,19.0,0.0,17.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,17.8,10.0,10.0,17.8,10.0,10.0,17.8,21.073205736194957,-10.036602868097479,0.0
3,17.8,1.2,0.0,0.0,1.2,0.0,0.0,15.632018423735307,-7.316009211867653,0.0
0,18.0,17.0,1.0,0.0,17.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,18.0,18.0,19.0,0.0,18.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,18.0,10.0,10.0,18.0,10.0,10.0,18.0,21.307275752662516,-10.153637876331258,0.0
3,18.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0312195418814,-7.515609770940699,0.0
0,18.2,17.2,1.0,0.0,17.2,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,18.2,18.2,19.0,0.0,18.2,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,18.2,10.0,10.0,18.2,10.0,10.0,18.2,21.54251610188559,-10.271258050942794,0.0
3,18.2,0.8,0.0,0.0,0.8,0.0,0.0,16.4304595188327,-7.715229759416349,0.0
0,18.4,17.4,1.0,0.0,17.4,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,18.4,18.4,19.0,0.0,18.4,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,18.4,10.0,10.0,18.4,10.0,10.0,18.4,21.778888860545663,-10.389444430272832,0.0
3,18.4,0.6,0.0,0.0,0.6,0.0,0.0,16.82973558912914,-7.91486779456457,0.0
0,18.6,17.6,1.0,0.0,17.6,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,18.6,18.6,19.0,0.0,18.6,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,18.6,10.0,10.0,18.6,10.0,10.0,18.6,22.016357555236063,-10.508178777618031,0.0
3,18.6,0.4,0.0,0.0,0.4,0.0,0.0,17.22904524342542,-8.11452262171271,0.0
0,18.8,17.8,1.0,0.0,17.8,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,18.8,18.8,19.0,0.0,18.8,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,18.8,10.0,10.0,18.8,10.0,10.0,18.8,22.254887103735218,-10.627443551867609,0.0
3,18.8,0.1999999999999999,0.0,0.0,0.1999999999999999,0.0,0.0,17.628386199536248,-8.314193099768124,0.0
0,19.0,18.0,1.0,0.0,18.0,1.0,0.0,18.027756377319946,-8.513878188659973,0.0
1,19.0,19.0,19.0,0.0,19.0,19.0,0.0,18.027756377319946,-8.513878188659973,0.0
2,19.0,10.0,10.0,19.0,10.0,10.0,19.0,22.494443758403985,-10.747221879201993,0.0
3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,18.027756377319946,-8.513878188659973,0.0
0,19.2,18.2,1.0,0.0,18.2,1.0,0.0,17.81796845883391,-8.408984229416955,0.0
1,19.2,19.0,18.8,0.0,19.0,18.8,0.0,17.81796845883391,-8.408984229416955,0.0
2,19.2,10.0,10.0,19.0,10.0,10.0,19.0,22.566346625007778,-10.783173312503889,0.0
3,19.2,0.0,0.0,0.2,0.0,0.0,0.2,18.228549037155975,-8.614274518577988,0.0
0,19.4,18.4,1.0,0.0,18.4,1.0,0.0,17.610224302944015,-8.305112151472008,0.0
1,19.4,19.0,18.6,0.0,19.0,18.6,0.0,17.610224302944015,-8.305112151472008,0.0
2,19.4,10.0,10.0,19.0,10.0,10.0,19.0,22.639787984873003,-10.819893992436501,0.0
3,19.4,0.0,0.0,0.4,0.0,0.0,0.4,18.43149478474277,-8.715747392371386,0.0
0,19.6,18.6,1.0,0.0,18.6,1.0,0.0,17.40459709387149,-8.202298546935745,0.0
1,19.6,19.0,18.4,0.0,19.0,18.4,0.0,17.40459709387149,-8.202298546935745,0.0
2,19.6,10.0,10.0,19.0,10.0,10.0,19.0,22.714752915231106,-10.857376457615553,0.0
3,19.6,0.0,0.0,0.6,0.0,0.0,0.6,18.636523280912673,-8.818261640456337,0.0
0,19.8,18.8,1.0,0.0,18.8,1.0,0.0,17.201162751395614,-8.100581375697807,0.0
1,19.8,19.0,18.2,0.0,19.0,18.2,0.0,17.201162751395614,-8.100581375697807,0.0
2,19.8,10.0,10.0,19.0,10.0,10.0,19.0,22.791226382097125,-10.895613191048563,0.0
3,19.8,0.0,0.0,0.8,0.0,0.0,0.8,18.843566541395504,-8.921783270697752,0.0
0,20.0,19.0,1.0,0.0,19.0,1.0,0.0,17.0,-8.0,0.0
1,20.0,19.0,18.0,0.0,19.0,18.0,0.0,17.0,-8.0,0.0
2,20.0,10.0,10.0,19.0,10.0,10.0,19.0,22.869193252058544,-10.934596626029272,0.0
3,20.0,0.0,0.0,1.0,0.0,0.0,1.0,19.05255888325765,-9.026279441628825,0.0
0,20.2,19.0,1.2,0.0,19.0,1.2,0.0,16.6,-7.800000000000001,0.0
1,20.2,19.0,17.8,0.0,19.0,17.8,0.0,16.6,-7.800000000000001,0.0
2,20.2,10.0,10.0,19.0,10.0,10.0,19.0,22.791226382097125,-10.895613191048563,0.0
3,20.2,0.0,0.0,1.2,0.0,0.0,1.2,19.07563891459471,-9.037819457297354,0.0
0,20.4,19.0,1.4,0.0,19.0,1.4,0.0,16.200000000000003,-7.600000000000001,0.0
1,20.4,19.0,17.6,0.0,19.0,17.6,0.0,16.200000000000003,-7.600000000000001,0.0
2,20.4,10.0,10.0,19.0,10.0,10.0,19.0,22.714752915231106,-10.857376457615553,0.0
3,20.4,0.0,0.0,1.4,0.0,0.0,1.4,19.102879364116813,-9.051439682058406,0.0
0,20.6,19.0,1.6,0.0,19.0,1.6,0.0,15.799999999999999,-7.3999999999999995,0.0
1,20.6,19.0,17.4,0.0,19.0,17.4,0.0,15.799999999999999,-7.3999999999999995,0.0
2,20.6,10.0,10.0,19.0,10.0,10.0,19.0,22.639787984873003,-10.819893992436501,0.0
3,20.6,0.0,0.0,1.6,0.0,0.0,1.6,19.13426246292237,-9.067131231461184,0.0
0,20.8,19.0,1.8,0.0,19.0,1.8,0.0,15.399999999999999,-7.199999999999999,0.0
1,20.8,19.0,17.2,0.0,19.0,17.2,0.0,15.399999999999999,-7.199999999999999,0.0
2,20.8,10.0,10.0,19.0,10.0,10.0,19.0,22.566346625007778,-10.783173312503889,0.0
3,20.8,0.0,0.0,1.8,0.0,0.0,1.8,19.169767865052513,-9.084883932526257,0.0
0,21.0,19.0,2.0,0.0,19.0,2.0,0.0,15.0,-7.0,0.0
1,21.0,19.0,17.0,0.0,19.0,17.0,0.0,15.0,-7.0,0.0
2,21.0,10.0,10.0,19.0,10.0,10.0,19.0,22.494443758403985,-10.747221879201993,0.0
3,21.0,0.0,0.0,2.0,0.0,0.0,2.0,19.209372712298546,-9.104686356149273,0.0
0,21.2,19.0,2.2,0.0,19.0,2.2,0.0,14.600000000000001,-6.800000000000001,0.0
1,21.2,19.0,16.8,0.0,19.0,16.8,0.0,14.600000000000001,-6.800000000000001,0.0
2,21.2,10.0,10.0,19.0,10.0,10.0,19.0,22.424094184604204,-10.712047092302102,0.0
3,21.2,0.0,0.0,2.2,0.0,0.0,2.2,19.253051706158168,-9.126525853079084,0.0
0,21.4,19.0,2.4,0.0,19.0,2.4,0.0,14.200000000000001,-6.6000000000000005,0.0
1,21.4,19.0,16.6,0.0,19.0,16.6,0.0,14.200000000000001,-6.6000000000000005,0.0
2,21.4,10.0,10.0,19.0,10.0,10.0,19.0,22.355312567709717,-10.677656283854859,0.0
3,21.4,0.0,0.0,2.4,0.0,0.0,2.4,19.300777186424384,-9.150388593212192,0.0
0,21.6,19.0,2.6,0.0,19.0,2.6,0.0,13.799999999999999,-6.3999999999999995,0.0
1,21.6,19.0,16.4,0.0,19.0,16.4,0.0,13.799999999999999,-6.3999999999999995,0.0
2,21.6,10.0,10.0,19.0,10.0,10.0,19.0,22.28811342397557,-10.644056711987785,0.0
3,21.6,0.0,0.0,2.6,0.0,0.0,2.6,19.35251921585404,-9.17625960792702,0.0
0,21.8,19.0,2.8,0.0,19.0,2.8,0.0,13.399999999999999,-6.199999999999999,0.0
1,21.8,19.0,16.2,0.0,19.0,16.2,0.0,13.399999999999999,-6.199999999999999,0.0
2,21.8,10.0,10.0,19.0,10.0,10.0,19.0,22.22251110923336,-10.61125555461668,0.0
3,21.8,0.0,0.0,2.8,0.0,0.0,2.8,19.40824567033301,-9.204122835166505,0.0
0,22.0,19.0,3.0,0.0,19.0,3.0,0.0,13.0,-6.0,0.0
1,22.0,19.0,16.0,0.0,19.0,16.0,0.0,13.0,-6.0,0.0
2,22.0,10.0,10.0,19.0,10.0,10.0,19.0,22.15851980616034,-10.57925990308017,0.0
3,22.0,0.0,0.0,3.0,0.0,0.0,3.0,19.467922333931785,-9.233961166965893,0.0
0,22.2,19.0,3.2,0.0,19.0,3.2,0.0,12.600000000000001,-5.800000000000001,0.0
1,22.2,19.0,15.8,0.0,19.0,15.8,0.0,12.600000000000001,-5.800000000000001,0.0
2,22.2,10.0,10.0,19.0,10.0,10.0,19.0,22.096153511414606,-10.548076755707303,0.0
3,22.2,0.0,0.0,3.2,0.0,0.0,3.2,19.5315129982293,-9.26575649911465,0.0
0,22.4,19.0,3.4,0.0,19.0,3.4,0.0,12.2,-5.6,0.0
1,22.4,19.0,15.6,0.0,19.0,15.6,0.0,12.2,-5.6,0.0
2,22.4,10.0,10.0,19.0,10.0,10.0,19.0,22.035426022657244,-10.517713011328622,0.0
3,22.4,0.0,0.0,3.4,0.0,0.0,3.4,19.59897956527329,-9.299489782636645,0.0
0,22.6,19.0,3.6,0.0,19.0,3.6,0.0,11.8,-5.4,0.0
1,22.6,19.0,15.4,0.0,19.0,15.4,0.0,11.8,-5.4,0.0
2,22.6,10.0,10.0,19.0,10.0,10.0,19.0,21.976350925483512,-10.488175462741756,0.0
